user_id,product_id,timestamp,session_id,interaction_type,device_type,location,price,discount,product_category,brand,user_age,user_gender,loyalty_score,previous_purchase_count,avg_purchase_value,search_keywords,rating,purchase
U2329,P0840,2024-03-02 17:31:00,S2672,view,mobile,Chicago,439.04,20,Beauty,Nike,57,Male,42,15,256.87,laptop,,0
U3927,P1274,2024-12-06 06:32:00,S9679,click,mobile,Los Angeles,459.33,15,Home,Apple,38,Female,86,9,10.11,basketball,4.0,0
U0779,P0128,2024-06-18 00:07:00,S8426,view,mobile,Miami,94.12,10,Beauty,Sony,60,Female,51,7,164.48,blender,,0
U1373,P0671,2024-05-04 06:22:00,S9071,click,tablet,Houston,291.1,15,Beauty,Sony,30,Male,55,12,239.96,blender,3.0,0
U2901,P0562,2024-10-20 03:27:00,S0352,view,desktop,Los Angeles,159.66,10,Beauty,Puma,26,Male,66,23,287.34,sofa,3.0,0
U0319,P0612,2024-09-05 05:47:00,S5714,view,desktop,New York,445.83,30,Apparel,Sony,41,Male,51,31,299.95,running shoes,2.0,0
U0896,P0157,2024-09-02 01:00:00,S0624,view,tablet,Los Angeles,380.37,5,Electronics,Adidas,31,Male,60,47,103.58,sofa,5.0,0
U2714,P0355,2024-02-06 11:34:00,S3202,view,mobile,Miami,142.41,5,Home,LG,43,Female,29,20,26.73,sofa,3.0,0
U2357,P0716,2024-11-24 16:57:00,S4011,purchase,mobile,New York,234.61,20,Beauty,Sony,51,Male,69,21,44.47,sofa,,1
U0997,P1870,2024-05-13 01:15:00,S6385,click,desktop,Miami,38.83,15,Beauty,Samsung,34,Male,39,20,65.81,wireless earphones,,0
U4945,P0247,2024-11-21 15:35:00,S8855,view,mobile,Miami,400.24,5,Electronics,Apple,24,Female,56,44,228.23,sofa,,0
U3529,P1626,2024-02-25 04:30:00,S1356,view,mobile,New York,158.26,0,Home,Apple,29,Female,53,44,224.24,wireless earphones,,0
U2142,P0501,2024-04-19 10:30:00,S4748,view,desktop,Los Angeles,392.77,10,Beauty,Sony,36,Female,34,15,211.02,sofa,1.0,0
U3463,P0219,2024-10-29 00:45:00,S8121,click,mobile,Chicago,320.06,30,Electronics,Adidas,27,Female,19,49,275.4,makeup kit,,0
U4736,P1011,2024-10-17 00:11:00,S6639,add_to_cart,mobile,New York,488.42,25,Home,LG,58,Male,88,4,10.76,wireless earphones,3.0,0
U1253,P1791,2024-02-25 10:55:00,S0212,add_to_cart,desktop,Houston,417.64,15,Apparel,Apple,28,Male,93,0,54.96,sofa,4.0,0
U1521,P0580,2024-09-13 07:55:00,S3403,add_to_cart,desktop,Los Angeles,201.67,20,Home,Sony,25,Female,13,42,198.34,wireless earphones,4.0,0
U0585,P0102,2024-08-02 21:04:00,S0258,view,tablet,Houston,451.3,10,Beauty,Adidas,44,Female,3,19,23.38,makeup kit,2.0,0
U2131,P0034,2024-06-11 13:28:00,S3660,view,mobile,Miami,368.01,15,Beauty,Apple,37,Female,82,0,30.79,wireless earphones,,0
U3820,P1185,2024-07-28 13:44:00,S9016,view,mobile,Los Angeles,105.66,25,Beauty,Apple,41,Female,22,4,137.06,blender,,0
U0880,P1811,2024-11-09 05:13:00,S5563,add_to_cart,mobile,Chicago,86.66,25,Beauty,Adidas,25,Female,15,7,95.13,makeup kit,,0
U0462,P0064,2024-12-03 23:36:00,S9354,view,mobile,Miami,446.02,5,Home,Nike,60,Male,6,9,226.94,makeup kit,3.0,0
U3635,P1866,2024-06-20 04:44:00,S9518,click,desktop,Chicago,157.92,10,Sports,Sony,56,Female,90,9,80.64,sofa,4.0,0
U4828,P1082,2024-07-24 00:07:00,S3464,view,mobile,Los Angeles,388.08,0,Beauty,Adidas,33,Male,97,0,220.8,sofa,,0
U0611,P1863,2024-12-17 11:00:00,S9639,add_to_cart,tablet,Miami,480.65,10,Sports,LG,50,Female,21,3,16.04,laptop,4.0,0
U1926,P1655,2024-03-14 10:12:00,S7927,click,mobile,Miami,421.03,20,Apparel,Adidas,61,Female,34,24,75.31,blender,,0
U2704,P0511,2024-08-31 20:59:00,S8914,view,mobile,Los Angeles,262.27,15,Beauty,Sony,28,Female,15,34,40.06,laptop,,0
U4331,P1895,2024-04-04 21:41:00,S0502,click,desktop,Houston,444.44,0,Apparel,LG,58,Male,51,12,63.78,basketball,,0
U1337,P1355,2024-08-06 23:53:00,S5763,view,desktop,Houston,328.24,25,Electronics,Nike,30,Male,69,43,111.1,makeup kit,,0
U0961,P1348,2024-08-16 19:14:00,S4344,click,mobile,Los Angeles,36.09,25,Electronics,Sony,64,Male,51,43,260.02,basketball,2.0,0
U1386,P1724,2024-10-10 00:19:00,S8729,view,mobile,Miami,47.83,0,Sports,LG,46,Male,32,36,237.15,basketball,,0
U2296,P1311,2024-03-24 08:31:00,S0983,purchase,tablet,New York,291.81,20,Beauty,Sony,22,Female,87,24,16.73,smartphone,,1
U4359,P1406,2024-12-20 12:57:00,S5381,click,mobile,Houston,353.5,20,Beauty,Adidas,56,Female,100,49,144.29,laptop,,0
U3269,P1302,2024-07-12 04:03:00,S9426,click,desktop,New York,373.17,5,Home,LG,30,Male,2,5,67.81,makeup kit,,0
U3931,P0801,2024-05-10 14:38:00,S9800,click,mobile,Chicago,23.48,10,Sports,Samsung,53,Male,33,43,123.7,laptop,,0
U2732,P0211,2024-01-02 19:46:00,S8827,view,mobile,Miami,218.9,30,Home,Puma,53,Male,37,49,142.28,running shoes,3.0,0
U4714,P1964,2024-01-27 10:30:00,S2020,add_to_cart,mobile,Houston,485.72,5,Apparel,LG,26,Male,45,34,76.77,makeup kit,5.0,0
U0483,P0926,2024-10-06 02:37:00,S9616,click,desktop,Houston,457.35,20,Beauty,Samsung,42,Female,79,0,277.88,smartphone,5.0,0
U2256,P0732,2024-04-20 22:53:00,S9206,click,mobile,Los Angeles,463.1,20,Apparel,Nike,36,Female,34,18,102.02,running shoes,3.0,0
U4232,P1277,2024-03-13 10:26:00,S7577,add_to_cart,mobile,Miami,479.25,0,Beauty,LG,64,Female,53,4,110.63,laptop,3.0,0
U4052,P1570,2024-01-26 17:46:00,S9302,view,mobile,New York,147.17,25,Sports,Samsung,18,Other,88,26,48.86,laptop,4.0,0
U4319,P1773,2024-02-14 10:15:00,S4859,purchase,desktop,New York,451.07,20,Beauty,Sony,25,Male,2,4,224.66,running shoes,2.0,1
U3092,P0637,2024-04-16 08:14:00,S2941,add_to_cart,mobile,New York,137.61,10,Home,LG,36,Male,67,14,181.47,smartphone,5.0,0
U1481,P1602,2024-01-07 12:31:00,S3998,view,tablet,Chicago,301.54,25,Apparel,Samsung,56,Female,6,26,262.11,smartphone,3.0,0
U4382,P1123,2024-11-13 14:47:00,S1550,view,mobile,Miami,498.46,20,Electronics,Samsung,42,Male,73,11,228.74,wireless earphones,,0
U3405,P1632,2024-03-14 04:09:00,S7245,view,mobile,New York,339.85,5,Apparel,LG,32,Female,90,8,221.46,basketball,,0
U2025,P0210,2024-09-22 10:13:00,S7393,view,mobile,Chicago,444.94,30,Beauty,Samsung,59,Female,25,19,93.89,smartphone,3.0,0
U4910,P1852,2024-01-11 13:21:00,S4615,click,mobile,Chicago,288.37,15,Home,Sony,46,Female,95,47,177.09,laptop,,0
U4888,P1096,2024-12-18 11:42:00,S5040,purchase,tablet,New York,219.46,30,Sports,LG,28,Female,11,7,241.26,running shoes,,1
U4429,P0590,2024-04-04 09:54:00,S5543,click,mobile,Chicago,256.17,5,Electronics,Apple,34,Female,14,20,63.26,basketball,4.0,0
U2163,P0334,2024-08-20 21:45:00,S8376,view,desktop,Miami,402.56,0,Home,Puma,30,Female,97,37,189.36,sofa,,0
U3088,P0725,2024-12-23 00:45:00,S4010,view,mobile,Houston,342.33,30,Home,Adidas,61,Male,12,15,49.6,blender,2.0,0
U4240,P1242,2024-12-01 11:55:00,S0315,view,mobile,Los Angeles,332.94,0,Home,Samsung,36,Male,61,37,297.15,blender,,0
U2882,P1873,2024-01-17 17:45:00,S7550,click,mobile,New York,88.57,25,Beauty,Nike,52,Female,27,45,215.25,running shoes,4.0,0
U2634,P1978,2024-10-07 11:11:00,S1658,click,mobile,Los Angeles,374.88,5,Beauty,Puma,56,Female,75,47,25.08,wireless earphones,4.0,0
U3093,P0650,2024-02-07 15:55:00,S5967,view,mobile,Los Angeles,148.82,10,Home,Samsung,56,Male,19,2,45.09,basketball,,0
U3933,P0634,2024-06-14 14:13:00,S3162,click,mobile,Chicago,416.27,25,Home,Adidas,59,Male,93,15,138.41,running shoes,4.0,0
U3633,P1121,2024-10-30 01:13:00,S1145,click,mobile,Chicago,174.1,15,Beauty,Nike,63,Male,90,7,157.36,running shoes,,0
U2948,P1253,2024-08-10 04:34:00,S7628,view,desktop,Houston,273.1,20,Home,Nike,64,Male,18,42,152.56,laptop,4.0,0
U1046,P1433,2024-11-24 20:44:00,S4867,click,mobile,New York,487.94,25,Beauty,Samsung,25,Female,42,36,221.91,sofa,,0
U1698,P0550,2024-12-07 00:12:00,S5202,view,desktop,Miami,440.36,5,Home,Apple,59,Other,73,36,41.59,makeup kit,4.0,0
U0410,P1957,2024-01-31 00:48:00,S1953,click,mobile,Chicago,70.51,15,Beauty,Nike,43,Male,38,32,208.7,blender,,0
U3228,P0895,2024-03-06 15:14:00,S1250,view,desktop,Chicago,342.42,5,Electronics,Apple,26,Female,8,28,277.47,wireless earphones,,0
U0915,P1770,2024-07-24 11:15:00,S8687,click,mobile,Chicago,247.99,5,Sports,Sony,62,Female,68,19,283.42,wireless earphones,,0
U1183,P1771,2024-07-11 00:51:00,S3470,view,mobile,Miami,318.71,20,Home,Sony,25,Male,47,40,57.81,basketball,,0
U2830,P0424,2024-11-24 12:29:00,S3008,view,mobile,Houston,472.75,10,Electronics,LG,58,Male,61,11,200.19,basketball,,0
U0087,P0475,2024-07-27 18:11:00,S4804,purchase,desktop,Chicago,295.44,15,Beauty,Apple,34,Female,44,3,186.19,running shoes,4.0,1
U0407,P0574,2024-01-22 04:31:00,S0657,view,desktop,Miami,250.5,25,Apparel,LG,54,Female,51,13,286.76,blender,,0
U4817,P1588,2024-06-03 05:21:00,S5994,add_to_cart,mobile,Miami,373.59,0,Sports,Nike,21,Male,93,43,138.24,blender,4.0,0
U4616,P0560,2024-12-14 14:12:00,S6785,view,mobile,Chicago,136.24,30,Beauty,Adidas,58,Female,9,1,187.47,makeup kit,,0
U2058,P0047,2024-04-11 15:27:00,S3354,view,desktop,Houston,71.82,10,Sports,LG,22,Male,12,28,266.23,makeup kit,,0
U4079,P0051,2024-08-08 16:53:00,S4488,add_to_cart,desktop,Houston,161.68,10,Electronics,Sony,20,Female,68,35,249.67,smartphone,4.0,0
U2326,P1033,2024-08-14 11:49:00,S5210,view,desktop,Houston,187.13,10,Apparel,Adidas,25,Female,47,24,121.04,smartphone,2.0,0
U3205,P1533,2024-06-12 00:07:00,S5722,add_to_cart,desktop,Chicago,150.4,0,Apparel,Adidas,28,Female,42,17,38.36,sofa,4.0,0
U1987,P0243,2024-01-24 15:28:00,S4248,view,desktop,Houston,456.69,20,Sports,Samsung,43,Other,62,20,105.02,laptop,3.0,0
U1481,P1641,2024-10-02 02:20:00,S4567,purchase,desktop,Chicago,465.86,20,Apparel,Samsung,33,Female,34,10,125.2,sofa,,1
U4664,P1340,2024-04-20 12:18:00,S6174,view,mobile,Houston,260.42,10,Electronics,LG,36,Female,58,33,244.28,basketball,1.0,0
U0276,P1044,2024-10-23 15:43:00,S2664,view,mobile,Miami,336.07,20,Sports,Puma,25,Female,85,31,25.89,makeup kit,3.0,0
U0477,P0874,2024-12-11 09:55:00,S0866,view,mobile,New York,346.14,15,Electronics,Nike,33,Male,83,44,160.59,smartphone,5.0,0
U2246,P0331,2024-02-26 09:16:00,S9805,purchase,desktop,Los Angeles,13.75,15,Beauty,Adidas,25,Female,38,39,100.33,wireless earphones,3.0,1
U2532,P1053,2024-02-25 03:37:00,S2883,view,mobile,New York,367.64,15,Apparel,Sony,20,Female,35,38,24.98,smartphone,3.0,0
U4175,P0007,2024-05-04 01:42:00,S7511,view,desktop,Houston,219.66,30,Beauty,Nike,49,Male,62,19,113.49,smartphone,,0
U0027,P0531,2024-12-28 22:09:00,S0966,click,mobile,Miami,273.7,0,Sports,LG,24,Other,90,23,45.76,sofa,2.0,0
U3751,P1186,2024-10-29 03:31:00,S7902,click,desktop,Chicago,472.49,5,Electronics,LG,37,Female,27,23,66.45,basketball,2.0,0
U4843,P1458,2024-05-07 03:35:00,S9874,view,mobile,Miami,479.19,10,Beauty,Puma,56,Female,63,10,39.76,running shoes,,0
U2524,P0983,2024-08-17 09:35:00,S5146,add_to_cart,desktop,Los Angeles,347.12,20,Home,Samsung,54,Male,66,28,22.29,blender,,0
U0371,P0852,2024-02-19 21:12:00,S3030,view,mobile,New York,290.28,0,Apparel,Adidas,44,Female,2,0,245.69,wireless earphones,5.0,0
U2417,P1780,2024-02-24 20:06:00,S9168,purchase,mobile,Los Angeles,435.01,25,Home,Nike,49,Female,19,47,61.64,laptop,3.0,1
U4087,P1118,2024-11-09 02:42:00,S3209,click,desktop,Miami,213.95,30,Beauty,Sony,61,Male,54,8,139.76,wireless earphones,,0
U4805,P0705,2024-07-07 19:11:00,S4240,view,mobile,Houston,146.06,20,Electronics,Apple,36,Other,31,1,69.22,wireless earphones,,0
U2061,P0559,2024-08-14 10:03:00,S4291,view,mobile,New York,377.41,5,Sports,LG,27,Female,19,18,257.16,wireless earphones,2.0,0
U4706,P0523,2024-08-05 18:52:00,S1546,view,mobile,Miami,256.32,25,Home,Samsung,39,Other,2,6,93.5,basketball,4.0,0
U1842,P1124,2024-01-19 04:07:00,S3205,click,mobile,Miami,315.94,5,Sports,Sony,38,Male,84,12,99.55,wireless earphones,4.0,0
U1674,P1258,2024-11-17 13:56:00,S5603,add_to_cart,mobile,New York,340.22,0,Electronics,Samsung,34,Male,23,47,187.88,makeup kit,1.0,0
U3176,P0470,2024-04-15 18:13:00,S2721,click,desktop,Houston,186.84,15,Apparel,Sony,22,Female,34,17,243.02,running shoes,4.0,0
U2220,P1344,2024-02-09 22:51:00,S4876,view,desktop,Miami,453.41,0,Apparel,Nike,19,Male,31,18,28.36,basketball,,0
U3612,P1393,2024-07-05 12:44:00,S5430,click,mobile,Los Angeles,225.84,30,Apparel,Adidas,30,Male,97,12,186.53,makeup kit,2.0,0
U2040,P0371,2024-04-29 21:19:00,S5631,click,mobile,New York,422.84,15,Sports,Sony,60,Male,71,32,287.97,makeup kit,,0
U4024,P1424,2024-12-30 22:40:00,S2122,click,mobile,Chicago,72.33,10,Beauty,Adidas,44,Female,11,39,198.64,blender,2.0,0
U1628,P1534,2024-09-26 16:37:00,S6715,click,mobile,Houston,487.72,5,Beauty,Sony,56,Male,38,23,294.4,wireless earphones,3.0,0
U3277,P1216,2024-11-20 15:50:00,S2073,view,tablet,Los Angeles,70.65,30,Apparel,Apple,31,Male,86,32,17.42,sofa,,0
U4644,P1485,2024-08-05 01:00:00,S3241,view,mobile,Houston,72.31,15,Home,Adidas,63,Female,83,25,271.88,sofa,,0
U0129,P1408,2024-07-22 22:09:00,S6943,click,mobile,Houston,221.16,0,Home,Sony,36,Male,100,45,158.92,makeup kit,3.0,0
U2953,P0542,2024-05-24 00:58:00,S3925,view,mobile,Chicago,115.55,0,Apparel,Nike,62,Female,58,23,290.84,makeup kit,1.0,0
U4593,P1725,2024-11-23 12:28:00,S6439,view,mobile,Miami,486.43,15,Sports,Sony,56,Female,19,43,154.64,smartphone,3.0,0
U4052,P1440,2024-06-02 16:04:00,S0821,view,mobile,Los Angeles,255.87,30,Apparel,Adidas,31,Female,20,48,93.11,running shoes,2.0,0
U2411,P0054,2024-12-27 21:34:00,S6666,view,mobile,Houston,248.61,5,Sports,Sony,54,Male,72,27,271.45,blender,4.0,0
U0195,P0560,2024-05-25 17:40:00,S6942,view,mobile,Houston,97.04,20,Electronics,Samsung,21,Other,66,17,153.25,laptop,1.0,0
U3955,P0867,2024-06-05 10:02:00,S7255,click,desktop,Miami,278.11,15,Beauty,LG,52,Female,76,12,37.73,blender,,0
U4640,P1558,2024-10-02 10:00:00,S0191,view,mobile,Los Angeles,279.51,30,Sports,Samsung,28,Female,62,4,218.54,laptop,3.0,0
U1655,P0435,2024-02-09 07:11:00,S9888,add_to_cart,mobile,New York,190.41,5,Electronics,Adidas,46,Female,59,27,294.61,makeup kit,3.0,0
U4476,P1665,2024-01-24 22:05:00,S5638,click,mobile,New York,425.51,25,Sports,Apple,64,Female,78,33,104.38,smartphone,4.0,0
U0995,P1105,2024-11-04 00:52:00,S5127,add_to_cart,mobile,New York,284.04,5,Home,Nike,22,Male,98,36,278.4,smartphone,,0
U1606,P1551,2024-01-09 05:56:00,S0175,add_to_cart,desktop,New York,339.97,30,Home,Sony,42,Male,93,6,148.67,smartphone,,0
U1338,P1856,2024-06-06 17:01:00,S0779,view,mobile,Chicago,488.84,15,Electronics,Puma,55,Female,56,2,143.66,sofa,4.0,0
U0198,P1923,2024-02-22 19:43:00,S6495,click,mobile,New York,39.5,5,Electronics,Sony,43,Female,63,15,88.9,wireless earphones,,0
U1369,P0272,2024-05-18 05:04:00,S5195,view,desktop,Los Angeles,402.01,5,Beauty,LG,18,Female,28,30,273.61,sofa,2.0,0
U2332,P0400,2024-03-02 18:16:00,S7583,view,mobile,New York,399.47,0,Apparel,LG,59,Male,44,1,114.67,blender,2.0,0
U4327,P1009,2024-09-28 20:33:00,S0196,add_to_cart,mobile,Los Angeles,344.14,15,Home,Apple,56,Female,13,49,139.91,wireless earphones,1.0,0
U0680,P0050,2024-04-12 21:50:00,S8840,view,mobile,Los Angeles,362.01,20,Home,Sony,56,Female,25,18,267.06,wireless earphones,,0
U2512,P1840,2024-09-23 23:43:00,S4588,view,mobile,New York,207.21,0,Sports,Apple,48,Female,9,0,265.23,wireless earphones,3.0,0
U0916,P1302,2024-08-29 10:34:00,S6229,view,tablet,Los Angeles,276.26,10,Electronics,Adidas,47,Male,10,43,70.78,running shoes,4.0,0
U3722,P1347,2024-02-04 00:40:00,S0246,view,mobile,Los Angeles,253.43,10,Beauty,Nike,45,Female,21,27,158.61,sofa,3.0,0
U4172,P0705,2024-06-30 15:00:00,S5574,click,mobile,Chicago,81.69,15,Electronics,Apple,48,Female,18,4,100.14,basketball,3.0,0
U1470,P1553,2024-09-24 08:47:00,S6186,purchase,mobile,New York,325.89,5,Apparel,Samsung,56,Female,63,21,149.64,makeup kit,,1
U1852,P1693,2024-04-16 21:28:00,S1284,view,mobile,Chicago,462.59,10,Home,LG,25,Other,90,25,272.62,laptop,5.0,0
U2125,P0352,2024-04-10 10:12:00,S3335,view,mobile,Chicago,410.94,5,Apparel,Samsung,48,Female,86,47,211.28,running shoes,4.0,0
U1374,P0343,2024-11-23 19:19:00,S7279,view,desktop,New York,306.92,25,Electronics,LG,28,Female,7,43,245.71,wireless earphones,,0
U0323,P1130,2024-06-01 22:58:00,S6356,click,mobile,Chicago,304.46,20,Sports,Nike,20,Female,28,42,109.51,wireless earphones,3.0,0
U3252,P1753,2024-09-01 01:02:00,S3728,purchase,mobile,New York,226.71,25,Beauty,Adidas,36,Female,7,15,90.23,makeup kit,,1
U1443,P1838,2024-06-05 08:20:00,S2250,view,mobile,Chicago,463.51,25,Apparel,Samsung,47,Male,32,46,150.93,basketball,4.0,0
U4464,P0211,2024-09-30 05:34:00,S0257,view,tablet,Houston,284.34,5,Beauty,Nike,45,Male,65,31,40.0,blender,3.0,0
U1726,P1463,2024-02-26 20:39:00,S5317,view,mobile,Chicago,292.5,25,Sports,Apple,54,Female,43,42,141.03,running shoes,3.0,0
U0754,P0666,2024-04-10 06:28:00,S8383,add_to_cart,mobile,Miami,169.22,0,Sports,Apple,57,Female,20,42,85.4,wireless earphones,4.0,0
U0541,P0354,2024-12-03 17:32:00,S5355,click,mobile,Chicago,42.79,25,Sports,Adidas,20,Male,1,44,134.25,makeup kit,4.0,0
U4405,P1751,2024-03-16 21:13:00,S9094,view,desktop,Los Angeles,94.55,20,Sports,Samsung,38,Male,56,43,20.8,running shoes,,0
U2267,P0332,2024-06-03 13:24:00,S0427,view,mobile,Chicago,186.14,15,Beauty,LG,53,Male,56,29,46.83,sofa,4.0,0
U2838,P0362,2024-08-11 13:04:00,S0782,click,mobile,Miami,388.67,25,Apparel,Adidas,21,Female,23,8,71.09,running shoes,3.0,0
U4913,P0803,2024-03-06 20:51:00,S0061,view,mobile,New York,478.8,0,Sports,Apple,58,Male,72,20,157.94,makeup kit,2.0,0
U0391,P0732,2024-07-31 16:03:00,S0715,view,mobile,New York,385.52,0,Electronics,Sony,43,Female,53,19,196.22,laptop,,0
U2094,P1853,2024-01-31 05:05:00,S4907,view,mobile,Los Angeles,294.63,15,Apparel,Sony,63,Male,35,3,150.29,blender,,0
U2064,P1300,2024-03-28 10:33:00,S7324,add_to_cart,desktop,Chicago,62.87,25,Electronics,Sony,24,Female,67,42,88.0,basketball,,0
U1721,P0069,2024-03-13 14:27:00,S9012,view,tablet,Miami,22.01,20,Electronics,Adidas,53,Female,14,18,191.77,wireless earphones,4.0,0
U0548,P0164,2024-01-26 08:13:00,S7154,view,mobile,Houston,114.46,15,Home,Sony,34,Male,58,34,227.7,wireless earphones,,0
U1075,P0490,2024-02-18 13:31:00,S3457,view,mobile,Los Angeles,251.2,20,Electronics,Adidas,61,Female,47,41,134.34,smartphone,,0
U4246,P0769,2024-07-12 19:47:00,S7994,click,mobile,Houston,414.35,20,Electronics,LG,58,Female,94,26,232.4,smartphone,2.0,0
U1512,P1926,2024-12-06 14:22:00,S6172,view,tablet,Houston,108.88,25,Apparel,Apple,30,Male,96,23,181.92,laptop,,0
U4517,P0477,2024-12-10 15:40:00,S8881,view,mobile,Los Angeles,375.59,15,Electronics,Sony,33,Female,29,33,263.83,blender,2.0,0
U1283,P0061,2024-04-30 15:34:00,S2686,click,mobile,Chicago,482.41,20,Beauty,Adidas,56,Female,17,1,197.55,sofa,3.0,0
U0625,P1488,2024-06-17 05:29:00,S6324,add_to_cart,desktop,Los Angeles,181.15,5,Beauty,Nike,50,Female,1,2,89.65,basketball,4.0,0
U3800,P1697,2024-04-24 21:12:00,S1616,add_to_cart,mobile,Chicago,227.3,5,Electronics,LG,18,Female,28,30,25.52,running shoes,4.0,0
U4982,P0214,2024-05-22 02:03:00,S1358,view,desktop,New York,127.43,25,Apparel,Nike,23,Male,6,5,84.38,blender,2.0,0
U0162,P1058,2024-03-12 00:47:00,S6667,view,tablet,Chicago,376.84,5,Beauty,Samsung,27,Female,42,12,171.95,smartphone,3.0,0
U0523,P1219,2024-05-09 11:39:00,S2256,view,desktop,Miami,238.94,10,Sports,Nike,37,Female,90,5,200.79,sofa,4.0,0
U1231,P1447,2024-09-22 14:17:00,S5289,add_to_cart,mobile,Houston,436.37,30,Electronics,Samsung,44,Female,99,36,25.35,sofa,,0
U2318,P1254,2024-04-02 05:10:00,S8056,view,tablet,Los Angeles,58.83,30,Apparel,Sony,46,Female,61,41,50.67,running shoes,4.0,0
U3053,P0350,2024-07-21 06:11:00,S8770,click,mobile,Miami,20.96,20,Electronics,Apple,62,Male,35,37,267.97,sofa,,0
U2385,P1334,2024-09-05 10:12:00,S8678,view,desktop,Houston,102.07,5,Beauty,Apple,45,Female,7,11,67.23,laptop,,0
U1436,P0062,2024-06-21 15:56:00,S9671,view,mobile,Chicago,102.37,0,Sports,Adidas,18,Male,75,33,168.37,running shoes,3.0,0
U3174,P0438,2024-03-24 06:22:00,S8504,click,mobile,New York,400.25,10,Home,Sony,59,Male,45,10,61.59,basketball,1.0,0
U3069,P1370,2024-09-22 21:05:00,S6305,click,mobile,Los Angeles,72.91,25,Sports,Adidas,60,Male,98,42,191.87,laptop,,0
U2620,P1816,2024-04-05 06:11:00,S0234,view,mobile,Miami,256.76,20,Sports,Nike,52,Male,86,9,285.14,sofa,2.0,0
U0546,P1292,2024-09-06 07:16:00,S9345,click,mobile,Los Angeles,458.26,10,Beauty,Adidas,48,Female,46,11,217.28,running shoes,4.0,0
U3287,P1554,2024-05-19 10:35:00,S6197,click,tablet,Los Angeles,316.86,0,Beauty,Samsung,46,Male,34,33,109.7,blender,3.0,0
U4064,P1290,2024-06-27 09:32:00,S3198,view,mobile,Chicago,118.13,10,Home,Samsung,48,Male,8,19,178.13,blender,3.0,0
U2795,P1562,2024-06-29 05:22:00,S7620,view,mobile,Houston,5.5,30,Home,Apple,37,Male,100,24,249.45,smartphone,,0
U1336,P0769,2024-06-08 06:36:00,S1241,view,mobile,Houston,494.06,0,Apparel,Apple,45,Male,13,14,34.79,sofa,,0
U1034,P1347,2024-11-18 12:43:00,S6445,view,mobile,New York,154.99,15,Home,Sony,43,Male,82,41,145.24,wireless earphones,,0
U4312,P1473,2024-04-21 02:35:00,S0366,view,desktop,Miami,244.48,15,Electronics,Apple,58,Male,25,26,48.56,sofa,3.0,0
U0844,P0749,2024-11-01 00:17:00,S6980,view,mobile,New York,302.35,30,Beauty,Nike,41,Male,83,49,76.96,running shoes,4.0,0
U1433,P0900,2024-04-11 09:12:00,S9989,purchase,mobile,Houston,255.69,25,Sports,Sony,50,Female,60,1,43.92,sofa,,1
U1241,P0111,2024-04-11 05:25:00,S1141,view,mobile,Chicago,9.24,25,Beauty,LG,33,Male,55,42,286.96,makeup kit,2.0,0
U1824,P1666,2024-03-22 10:55:00,S5867,click,tablet,Houston,281.39,5,Apparel,Sony,23,Male,21,37,261.27,smartphone,,0
U4202,P1550,2024-02-06 17:41:00,S0274,view,mobile,Houston,15.47,5,Sports,Puma,18,Male,19,28,223.14,blender,3.0,0
U3226,P1758,2024-10-15 11:05:00,S3460,view,mobile,Miami,307.61,5,Electronics,Sony,50,Female,37,47,59.28,blender,4.0,0
U3140,P1861,2024-03-16 19:13:00,S9834,purchase,tablet,Miami,32.05,25,Sports,LG,49,Female,85,48,252.97,basketball,,1
U3529,P0929,2024-02-10 03:26:00,S9960,click,mobile,Chicago,357.25,10,Home,Apple,23,Female,37,24,191.05,makeup kit,1.0,0
U1516,P0583,2024-08-16 09:43:00,S4357,view,mobile,Miami,88.81,30,Electronics,Samsung,42,Male,31,42,204.75,blender,4.0,0
U4698,P0649,2024-03-06 20:31:00,S4402,click,mobile,Houston,92.98,30,Beauty,Puma,60,Male,71,20,113.76,sofa,3.0,0
U1035,P1082,2024-02-12 19:46:00,S7446,view,mobile,Houston,211.94,30,Sports,Sony,22,Female,23,11,210.2,laptop,,0
U2485,P1397,2024-06-01 16:46:00,S5607,view,desktop,Los Angeles,468.91,30,Beauty,Samsung,50,Male,0,13,152.37,makeup kit,,0
U1638,P1921,2024-05-24 04:15:00,S0948,click,desktop,Miami,227.73,25,Apparel,Puma,46,Female,0,46,98.23,running shoes,,0
U2848,P1320,2024-11-05 18:52:00,S2622,view,mobile,Chicago,468.23,30,Apparel,LG,46,Female,39,33,94.76,laptop,,0
U4510,P1207,2024-01-06 21:33:00,S9007,view,desktop,Los Angeles,107.0,10,Home,Sony,40,Female,83,17,52.89,sofa,4.0,0
U4327,P1684,2024-10-16 17:44:00,S8511,add_to_cart,desktop,Los Angeles,332.16,0,Sports,LG,18,Male,27,42,177.63,sofa,,0
U3927,P0663,2024-09-05 18:21:00,S8801,view,desktop,Houston,177.23,5,Beauty,LG,27,Male,16,44,247.24,running shoes,,0
U2449,P1018,2024-09-21 17:46:00,S6477,view,tablet,New York,464.89,20,Electronics,Puma,59,Female,7,8,58.79,blender,,0
U3936,P1040,2024-04-16 21:51:00,S5805,view,mobile,Houston,313.16,25,Beauty,LG,50,Male,65,45,87.67,wireless earphones,5.0,0
U2827,P0843,2024-02-11 09:38:00,S3111,view,mobile,New York,165.23,20,Electronics,Puma,37,Male,9,37,95.04,makeup kit,4.0,0
